265,0.53,-0.053
266,0.532,-0.055
267,0.534,-0.055
268,0.536,-0.054
269,0.538,-0.053
270,0.54,-0.051
271,0.542,-0.05
272,0.544,-0.049
273,0.546,-0.049
274,0.548,-0.048
275,0.55,-0.048
276,0.552,-0.048
277,0.554,-0.048
278,0.556,-0.049
279,0.558,-0.05
280,0.56,-0.051
281,0.562,-0.051
282,0.564,-0.051
283,0.566,-0.051
284,0.568,-0.05
285,0.57,-0.05
286,0.572,-0.05
287,0.574,-0.05
288,0.576,-0.049
289,0.578,-0.049
290,0.58,-0.048
291,0.582,-0.048
292,0.584,-0.048
293,0.586,-0.047
294,0.588,-0.047
295,0.59,-0.047
296,0.592,-0.048
297,0.594,-0.049
298,0.596,-0.051
299,0.598,-0.054
300,0.6,-0.057
301,0.602,-0.06
302,0.604,-0.061
303,0.606,-0.061
304,0.608,-0.06
305,0.61,-0.058
306,0.612,-0.056
307,0.614,-0.055
308,0.616,-0.055
309,0.618,-0.056
310,0.62,-0.057
311,0.622,-0.057
312,0.624,-0.057
313,0.626,-0.057
314,0.628,-0.056
315,0.63,-0.055
316,0.632,-0.055
317,0.634,-0.056
318,0.636,-0.058
319,0.638,-0.059
320,0.64,-0.06
321,0.642,-0.061
322,0.644,-0.06
323,0.646,-0.059
324,0.648,-0.057
325,0.65,-0.056
326,0.652,-0.054
327,0.654,-0.054
328,0.656,-0.054
329,0.658,-0.055
330,0.66,-0.057
331,0.662,-0.059
332,0.664,-0.06
333,0.666,-0.061
334,0.668,-0.062
335,0.67,-0.061
336,0.672,-0.06
337,0.674,-0.059
338,0.676,-0.057
339,0.678,-0.055
340,0.68,-0.054
341,0.682,-0.055
342,0.684,-0.056
343,0.686,-0.059
344,0.688,-0.062
345,0.69,-0.064
346,0.692,-0.066
347,0.694,-0.065
348,0.696,-0.064
349,0.698,-0.061
350,0.7,-0.059
351,0.702,-0.057
352,0.704,-0.056
353,0.706,-0.056
354,0.708,-0.057
355,0.71,-0.057
356,0.712,-0.057
357,0.714,-0.055
358,0.716,-0.052
359,0.718,-0.048
360,0.72,-0.044
361,0.722,-0.039
362,0.724,-0.035
363,0.726,-0.033
364,0.728,-0.032
365,0.73,-0.032
366,0.732,-0.033
367,0.734,-0.034
368,0.736,-0.034
369,0.738,-0.033
370,0.74,-0.031
371,0.742,-0.026
372,0.744,-0.02
373,0.746,-0.013
374,0.748,-0.006
375,0.75,0.001
376,0.752,0.006
377,0.754,0.01
378,0.756,0.011
379,0.758,0.012
380,0.76,0.013
381,0.762,0.014
382,0.764,0.018
383,0.766,0.024
384,0.768,0.031
385,0.77,0.037
386,0.772,0.042
387,0.774,0.043
388,0.776,0.04
389,0.778,0.035
390,0.78,0.027
391,0.782,0.017
392,0.784,0.008
393,0.786,-0.002
394,0.788,-0.011
395,0.79,-0.019
396,0.792,-0.028
397,0.794,-0.036
398,0.796,-0.044
399,0.798,-0.051
400,0.8,-0.058
401,0.802,-0.064
402,0.804,-0.069
403,0.806,-0.072
404,0.808,-0.074
405,0.81,-0.074
406,0.812,-0.073
407,0.814,-0.071
408,0.816,-0.069
409,0.818,-0.069
410,0.82,-0.071
411,0.822,-0.074
412,0.824,-0.078
413,0.826,-0.081
414,0.828,-0.082
415,0.83,-0.081
416,0.832,-0.078
417,0.834,-0.076
418,0.836,-0.075
419,0.838,-0.076
420,0.84,-0.08
421,0.842,-0.084
422,0.844,-0.087
423,0.846,-0.088
424,0.848,-0.086
425,0.85,-0.081
426,0.852,-0.075
427,0.854,-0.071
428,0.856,-0.069
429,0.858,-0.072
430,0.86,-0.079
431,0.862,-0.09
432,0.864,-0.103
433,0.866,-0.116
434,0.868,-0.125
435,0.87,-0.129
436,0.872,-0.125
437,0.874,-0.112
438,0.876,-0.088
439,0.878,-0.05
440,0.88,0.003
441,0.882,0.074
442,0.884,0.162
443,0.886,0.264
444,0.888,0.374
445,0.89,0.484
446,0.892,0.582
447,0.894,0.662
448,0.896,0.717
449,0.898,0.74
450,0.9,0.726
451,0.902,0.671
452,0.904,0.572
453,0.906,0.433
454,0.908,0.263
455,0.91,0.079
456,0.912,-0.1
457,0.914,-0.253
458,0.916,-0.368
459,0.918,-0.438
460,0.92,-0.466
461,0.922,-0.464
462,0.924,-0.442
463,0.926,-0.411
464,0.928,-0.38
465,0.93,-0.351
466,0.932,-0.327
467,0.934,-0.307
468,0.936,-0.29
469,0.938,-0.273
470,0.94,-0.255
471,0.942,-0.233
472,0.944,-0.207
473,0.946,-0.178
474,0.948,-0.146
475,0.95,-0.117
476,0.952,-0.092
477,0.954,-0.075
478,0.956,-0.067
479,0.958,-0.067
480,0.96,-0.071
481,0.962,-0.076
482,0.964,-0.079
483,0.966,-0.079
484,0.968,-0.076
485,0.97,-0.068
486,0.972,-0.059
487,0.974,-0.051
488,0.976,-0.044
489,0.978,-0.039
490,0.98,-0.038
491,0.982,-0.038
492,0.984,-0.039
493,0.986,-0.039
494,0.988,-0.037
495,0.99,-0.033
496,0.992,-0.028
497,0.994,-0.025
498,0.996,-0.023
499,0.998,-0.025
500,1,-0.029
501,1.002,-0.033
502,1.004,-0.036
503,1.006,-0.037
504,1.008,-0.034
505,1.01,-0.029
506,1.012,-0.023
507,1.014,-0.018
508,1.016,-0.014
509,1.018,-0.013
510,1.02,-0.013
511,1.022,-0.015
512,1.024,-0.016
513,1.026,-0.016
514,1.028,-0.014
515,1.03,-0.011
516,1.032,-0.007
517,1.034,-0.003
518,1.036,0
519,1.038,0.001
520,1.04,0.002
521,1.042,0.001
522,1.044,0
523,1.046,0
524,1.048,0.001
525,1.05,0.002
526,1.052,0.005
527,1.054,0.009
528,1.056,0.012
529,1.058,0.016
530,1.06,0.019
531,1.062,0.022
532,1.064,0.024
533,1.066,0.026
534,1.068,0.028
535,1.07,0.031
536,1.072,0.034
537,1.074,0.037
538,1.076,0.041
539,1.078,0.045
540,1.08,0.049
541,1.082,0.053
542,1.084,0.057
543,1.086,0.06
544,1.088,0.062
545,1.09,0.063
546,1.092,0.064
547,1.094,0.066
548,1.096,0.07
549,1.098,0.075
550,1.1,0.082
551,1.102,0.089
552,1.104,0.097
553,1.106,0.104
554,1.108,0.111
555,1.11,0.119
556,1.112,0.128
557,1.114,0.136
558,1.116,0.145
559,1.118,0.153
560,1.12,0.16
561,1.122,0.166
562,1.124,0.171
563,1.126,0.176
564,1.128,0.182
565,1.13,0.188
566,1.132,0.194
567,1.134,0.201
568,1.136,0.208
569,1.138,0.215
570,1.14,0.222
571,1.142,0.228
572,1.144,0.235
573,1.146,0.241
574,1.148,0.247
575,1.15,0.253
576,1.152,0.258
577,1.154,0.262
578,1.156,0.267
579,1.158,0.271
580,1.16,0.274
581,1.162,0.277
582,1.164,0.278
583,1.166,0.277
584,1.168,0.274
585,1.17,0.268
586,1.172,0.26
587,1.174,0.249
588,1.176,0.238
589,1.178,0.226
590,1.18,0.214
591,1.182,0.203
592,1.184,0.192
593,1.186,0.181
594,1.188,0.169
595,1.19,0.157
596,1.192,0.144
597,1.194,0.13
598,1.196,0.115
599,1.198,0.1
600,1.2,0.085
601,1.202,0.071
602,1.204,0.059
603,1.206,0.048
604,1.208,0.039
605,1.21,0.03
606,1.212,0.022
607,1.214,0.014
608,1.216,0.006
609,1.218,-0.002
610,1.22,-0.009
611,1.222,-0.016
612,1.224,-0.022
613,1.226,-0.028
614,1.228,-0.032
615,1.23,-0.036
616,1.232,-0.039
617,1.234,-0.041
618,1.236,-0.043
619,1.238,-0.043
620,1.24,-0.044
621,1.242,-0.045
622,1.244,-0.046
623,1.246,-0.048
624,1.248,-0.05
625,1.25,-0.051
626,1.252,-0.051
627,1.254,-0.05
628,1.256,-0.049
629,1.258,-0.048
630,1.26,-0.048
631,1.262,-0.049
632,1.264,-0.05
633,1.266,-0.051
634,1.268,-0.053
635,1.27,-0.055
636,1.272,-0.056
637,1.274,-0.056
638,1.276,-0.056
639,1.278,-0.055
640,1.28,-0.053
641,1.282,-0.051
642,1.284,-0.05
643,1.286,-0.05
644,1.288,-0.05
645,1.29,-0.051
646,1.292,-0.052
647,1.294,-0.053
648,1.296,-0.053
649,1.298,-0.054
650,1.3,-0.055
651,1.302,-0.056
652,1.304,-0.056
653,1.306,-0.057
654,1.308,-0.056
655,1.31,-0.055
656,1.312,-0.054
657,1.314,-0.052
658,1.316,-0.052
659,1.318,-0.052
660,1.32,-0.053
661,1.322,-0.054
662,1.324,-0.055
663,1.326,-0.056
664,1.328,-0.056
665,1.33,-0.056
666,1.332,-0.055
667,1.334,-0.055
668,1.336,-0.056
669,1.338,-0.056
670,1.34,-0.057
671,1.342,-0.057
672,1.344,-0.056
673,1.346,-0.055
674,1.348,-0.054
675,1.35,-0.053
676,1.352,-0.053
677,1.354,-0.052
678,1.356,-0.052
679,1.358,-0.052
680,1.36,-0.053
681,1.362,-0.053
682,1.364,-0.054
683,1.366,-0.055
684,1.368,-0.056
685,1.37,-0.057
686,1.372,-0.057
687,1.374,-0.058
688,1.376,-0.058
689,1.378,-0.057
690,1.38,-0.055
691,1.382,-0.053
692,1.384,-0.051
693,1.386,-0.048
694,1.388,-0.047
695,1.39,-0.047
696,1.392,-0.048
697,1.394,-0.051
698,1.396,-0.054
699,1.398,-0.058
700,1.4,-0.06
701,1.402,-0.061
702,1.404,-0.062
703,1.406,-0.061
704,1.408,-0.061
705,1.41,-0.06
706,1.412,-0.06
707,1.414,-0.059
708,1.416,-0.058
709,1.418,-0.057
710,1.42,-0.056
711,1.422,-0.055
712,1.424,-0.055
713,1.426,-0.054
714,1.428,-0.054
715,1.43,-0.054
716,1.432,-0.054
717,1.434,-0.054
718,1.436,-0.054
719,1.438,-0.054
720,1.44,-0.055
721,1.442,-0.055
722,1.444,-0.056
723,1.446,-0.056
724,1.448,-0.056
725,1.45,-0.055
726,1.452,-0.054
727,1.454,-0.053
728,1.456,-0.051
729,1.458,-0.049
730,1.46,-0.047
731,1.462,-0.046
732,1.464,-0.047
733,1.466,-0.048
734,1.468,-0.051
735,1.47,-0.053
736,1.472,-0.054
737,1.474,-0.053
738,1.476,-0.05
739,1.478,-0.046
740,1.48,-0.041
741,1.482,-0.037
742,1.484,-0.033
743,1.486,-0.03
744,1.488,-0.027
745,1.49,-0.025
746,1.492,-0.023
747,1.494,-0.022
748,1.496,-0.02
749,1.498,-0.019
750,1.5,-0.019
751,1.502,-0.017
752,1.504,-0.014
753,1.506,-0.01
754,1.508,-0.003
755,1.51,0.005
756,1.512,0.013
757,1.514,0.021
758,1.516,0.026
759,1.518,0.028
760,1.52,0.029
761,1.522,0.028
762,1.524,0.028
763,1.526,0.029
764,1.528,0.032
765,1.53,0.036
766,1.532,0.04
767,1.534,0.044
768,1.536,0.046
769,1.538,0.045
770,1.54,0.043
771,1.542,0.039
772,1.544,0.033
773,1.546,0.025
774,1.548,0.015
775,1.55,0.004
776,1.552,-0.009
777,1.554,-0.021
778,1.556,-0.032
779,1.558,-0.042
780,1.56,-0.05
781,1.562,-0.056
782,1.564,-0.061
783,1.566,-0.065
784,1.568,-0.068
785,1.57,-0.069
786,1.572,-0.07
787,1.574,-0.069
788,1.576,-0.068
789,1.578,-0.068
790,1.58,-0.069
791,1.582,-0.073
792,1.584,-0.077
793,1.586,-0.081
794,1.588,-0.084
795,1.59,-0.084
796,1.592,-0.083
797,1.594,-0.079
798,1.596,-0.075
799,1.598,-0.073
800,1.6,-0.072
801,1.602,-0.074
802,1.604,-0.078
803,1.606,-0.083
804,1.608,-0.087
805,1.61,-0.089
806,1.612,-0.088
807,1.614,-0.084
808,1.616,-0.078
809,1.618,-0.072
810,1.62,-0.069
811,1.622,-0.069
812,1.624,-0.075
813,1.626,-0.084
814,1.628,-0.096
815,1.63,-0.109
816,1.632,-0.12
817,1.634,-0.127
818,1.636,-0.127
819,1.638,-0.12
820,1.64,-0.102
821,1.642,-0.073
822,1.644,-0.029
823,1.646,0.032
824,1.648,0.11
825,1.65,0.203
826,1.652,0.307
827,1.654,0.415
828,1.656,0.518
829,1.658,0.607
830,1.66,0.675
831,1.662,0.712
832,1.664,0.712
833,1.666,0.671
834,1.668,0.585
835,1.67,0.456
836,1.672,0.294
837,1.674,0.113
838,1.676,-0.068
839,1.678,-0.227
840,1.68,-0.351
841,1.682,-0.431
842,1.684,-0.467
843,1.686,-0.468
844,1.688,-0.446
845,1.69,-0.413
846,1.692,-0.378
847,1.694,-0.347
848,1.696,-0.323
849,1.698,-0.306
850,1.7,-0.292
851,1.702,-0.281
852,1.704,-0.269
853,1.706,-0.254
854,1.708,-0.234
855,1.71,-0.208
856,1.712,-0.177
857,1.714,-0.145
858,1.716,-0.115
859,1.718,-0.09
860,1.72,-0.073
861,1.722,-0.065
862,1.724,-0.065
863,1.726,-0.068
864,1.728,-0.072
865,1.73,-0.073
866,1.732,-0.07
867,1.734,-0.065
868,1.736,-0.057
869,1.738,-0.05
870,1.74,-0.045
871,1.742,-0.044
872,1.744,-0.044
873,1.746,-0.046
874,1.748,-0.047
875,1.75,-0.046
876,1.752,-0.043
877,1.754,-0.038
878,1.756,-0.033
879,1.758,-0.028
880,1.76,-0.024
881,1.762,-0.022
882,1.764,-0.022
883,1.766,-0.024
884,1.768,-0.026
885,1.77,-0.027
886,1.772,-0.027
887,1.774,-0.025
888,1.776,-0.022
889,1.778,-0.02
890,1.78,-0.017
891,1.782,-0.016
892,1.784,-0.015
893,1.786,-0.015
894,1.788,-0.016
895,1.79,-0.015
896,1.792,-0.014
897,1.794,-0.011
898,1.796,-0.008
899,1.798,-0.004
900,1.8,0
901,1.802,0.002
902,1.804,0.004
903,1.806,0.005
904,1.808,0.006
905,1.81,0.006
906,1.812,0.007
907,1.814,0.009
908,1.816,0.01
909,1.818,0.012
910,1.82,0.014
911,1.822,0.016
912,1.824,0.018
913,1.826,0.02
914,1.828,0.023
915,1.83,0.027
916,1.832,0.031
917,1.834,0.035
918,1.836,0.038
919,1.838,0.041
920,1.84,0.043
921,1.842,0.044
922,1.844,0.045
923,1.846,0.046
924,1.848,0.048
925,1.85,0.051
926,1.852,0.054
927,1.854,0.058
928,1.856,0.064
929,1.858,0.07
930,1.86,0.078
931,1.862,0.085
932,1.864,0.092
933,1.866,0.098
934,1.868,0.103
935,1.87,0.108
936,1.872,0.111
937,1.874,0.115
938,1.876,0.12
939,1.878,0.125
940,1.88,0.131
941,1.882,0.138
942,1.884,0.146
943,1.886,0.154
944,1.888,0.163
945,1.89,0.171
946,1.892,0.179
947,1.894,0.187
948,1.896,0.195
949,1.898,0.204
950,1.9,0.212
951,1.902,0.22
952,1.904,0.227
953,1.906,0.234
954,1.908,0.239
955,1.91,0.244
956,1.912,0.248
957,1.914,0.252
958,1.916,0.256
959,1.918,0.26
960,1.92,0.264
961,1.922,0.268
962,1.924,0.271
963,1.926,0.274
964,1.928,0.276
965,1.93,0.277
966,1.932,0.277
967,1.934,0.274
968,1.936,0.268
969,1.938,0.261
970,1.94,0.252
971,1.942,0.241
972,1.944,0.23
973,1.946,0.218
974,1.948,0.205
975,1.95,0.193
976,1.952,0.179
977,1.954,0.165
978,1.956,0.149
979,1.958,0.133
980,1.96,0.116
981,1.962,0.1
982,1.964,0.085
983,1.966,0.072
984,1.968,0.06
985,1.97,0.049
986,1.972,0.039
987,1.974,0.03
988,1.976,0.021
989,1.978,0.012
990,1.98,0.004
991,1.982,-0.004
992,1.984,-0.012
993,1.986,-0.019
994,1.988,-0.025
995,1.99,-0.03
996,1.992,-0.034
997,1.994,-0.038
998,1.996,-0.041
999,1.998,-0.044
1000,2,-0.046
